,Ticker,Date,Time,Open,High,Low,Close,Volume,Open_Interest
13546281,BANKNIFTY-II.NFO,2020-06-01,09:15:59,19460.5,19694.8,19450.0,19683.95,4650,45350
13546282,BANKNIFTY-II.NFO,2020-06-01,09:16:59,19696.6,19764.05,19696.6,19717.25,3000,45350
13546283,BANKNIFTY-II.NFO,2020-06-01,09:17:59,19717.25,19737.55,19693.05,19737.55,1450,45650
13546284,BANKNIFTY-II.NFO,2020-06-01,09:18:59,19749.4,19862.1,19749.4,19814.65,2800,45650
13546285,BANKNIFTY-II.NFO,2020-06-01,09:19:59,19814.65,19865.65,19814.65,19856.8,675,45650
13546286,BANKNIFTY-II.NFO,2020-06-01,09:20:59,19856.8,19918.3,19853.65,19874.4,1225,46100
13546287,BANKNIFTY-II.NFO,2020-06-01,09:21:59,19874.4,20089.05,19874.4,19931.45,3825,46100
13546288,BANKNIFTY-II.NFO,2020-06-01,09:22:59,19931.45,19933.4,19859.1,19859.1,3000,46100
13546289,BANKNIFTY-II.NFO,2020-06-01,09:23:59,19859.1,19871.85,19848.0,19848.0,650,41950
13546290,BANKNIFTY-II.NFO,2020-06-01,09:24:59,19848.0,19877.35,19843.4,19854.45,825,41950
13546291,BANKNIFTY-II.NFO,2020-06-01,09:25:59,19852.0,19856.45,19833.7,19850.5,525,41950
13546292,BANKNIFTY-II.NFO,2020-06-01,09:26:59,19850.5,19878.7,19850.0,19878.7,450,42125
13546293,BANKNIFTY-II.NFO,2020-06-01,09:27:59,19880.0,19891.95,19853.75,19853.75,675,42125
13546294,BANKNIFTY-II.NFO,2020-06-01,09:28:59,19853.75,19870.0,19850.0,19850.0,450,42125
13546295,BANKNIFTY-II.NFO,2020-06-01,09:29:59,19850.0,19879.6,19850.0,19860.0,350,42275
13546296,BANKNIFTY-II.NFO,2020-06-01,09:30:59,19873.9,19891.1,19865.7,19886.6,550,42275
13546297,BANKNIFTY-II.NFO,2020-06-01,09:31:59,19886.6,19954.95,19886.0,19954.8,1300,42275
13546298,BANKNIFTY-II.NFO,2020-06-01,09:32:59,19974.4,19992.05,19950.7,19990.0,900,42525
13546299,BANKNIFTY-II.NFO,2020-06-01,09:33:59,19990.0,20010.6,19974.0,19974.0,1000,42525
13546300,BANKNIFTY-II.NFO,2020-06-01,09:34:59,19974.0,20000.0,19974.0,19985.8,700,42525
13546301,BANKNIFTY-II.NFO,2020-06-01,09:35:59,19985.8,19990.35,19952.8,19964.5,1100,42750
