,Ticker,Date,Time,Open,High,Low,Close,Volume,Open_Interest
13454870,BANKNIFTY-I.NFO,2020-06-01,09:15:59,19490.35,19698.95,19450.0,19698.95,124660,1499000
13454871,BANKNIFTY-I.NFO,2020-06-01,09:16:59,19697.25,19800.0,19696.45,19714.8,109300,1499000
13454872,BANKNIFTY-I.NFO,2020-06-01,09:17:59,19712.5,19750.0,19685.4,19750.0,68140,1523940
13454873,BANKNIFTY-I.NFO,2020-06-01,09:18:59,19745.85,19863.6,19745.85,19802.8,96740,1523940
13454874,BANKNIFTY-I.NFO,2020-06-01,09:19:59,19819.95,19867.6,19817.05,19848.3,73340,1523940
13454875,BANKNIFTY-I.NFO,2020-06-01,09:20:59,19851.75,19929.0,19845.95,19893.3,89240,1538220
13454876,BANKNIFTY-I.NFO,2020-06-01,09:21:59,19895.3,19940.45,19883.55,19931.1,72100,1538220
13454877,BANKNIFTY-I.NFO,2020-06-01,09:22:59,19934.65,19943.85,19854.65,19855.5,56880,1538220
13454878,BANKNIFTY-I.NFO,2020-06-01,09:23:59,19865.7,19884.45,19842.1,19842.1,56800,1575480
13454879,BANKNIFTY-I.NFO,2020-06-01,09:24:59,19839.15,19876.35,19839.15,19852.5,49400,1575480
13454880,BANKNIFTY-I.NFO,2020-06-01,09:25:59,19849.55,19857.8,19817.3,19857.8,57240,1575480
13454881,BANKNIFTY-I.NFO,2020-06-01,09:26:59,19854.45,19881.15,19841.0,19881.15,50420,1599360
13454882,BANKNIFTY-I.NFO,2020-06-01,09:27:59,19885.8,19889.35,19861.7,19871.2,34480,1599360
13454883,BANKNIFTY-I.NFO,2020-06-01,09:28:59,19876.65,19877.95,19846.45,19855.05,26420,1599360
13454884,BANKNIFTY-I.NFO,2020-06-01,09:29:59,19856.75,19876.3,19850.15,19864.35,17160,1623720
13454885,BANKNIFTY-I.NFO,2020-06-01,09:30:59,19865.05,19897.95,19865.0,19887.05,31140,1623720
13454886,BANKNIFTY-I.NFO,2020-06-01,09:31:59,19891.0,19985.0,19890.0,19985.0,83420,1623720
13454887,BANKNIFTY-I.NFO,2020-06-01,09:32:59,19973.95,19999.0,19952.05,19991.95,69440,1640540
13454888,BANKNIFTY-I.NFO,2020-06-01,09:33:59,19990.65,20025.0,19962.3,19979.65,76080,1640540
13454889,BANKNIFTY-I.NFO,2020-06-01,09:34:59,19981.7,20003.4,19967.75,19976.4,36520,1640540
13454890,BANKNIFTY-I.NFO,2020-06-01,09:35:59,19979.9,19988.95,19948.0,19964.95,26680,1658140
13454891,BANKNIFTY-I.NFO,2020-06-01,09:36:59,19968.7,19970.2,19937.7,19939.8,23620,1658140
