,Ticker,Date,Time,Open,High,Low,Close,Volume,Open_Interest
1106278,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:15:59,23.65,23.65,11.15,14.95,8500,46960
1106279,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:16:59,12.45,13.75,10.1,13.5,10040,46960
1106280,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:17:59,13.35,14.55,13.2,14.55,4740,47280
1106281,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:18:59,14.4,14.6,13.7,14.15,4320,47280
1106282,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:19:59,14.05,14.85,13.85,14.35,5560,47280
1106283,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:20:59,14.5,17.55,14.15,16.8,11740,45360
1106284,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:21:59,18.7,24.25,17.7,23.6,17940,45360
1106285,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:22:59,23.1,23.55,21.65,21.65,5540,45360
1106286,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:23:59,21.9,23.65,20.0,20.0,8120,39320
1106287,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:24:59,20.8,21.75,20.1,20.85,10180,39320
1106288,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:25:59,20.85,22.25,20.85,21.45,2340,39320
1106289,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:26:59,21.65,22.05,21.0,21.0,3440,37500
1106290,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:27:59,20.7,21.2,20.45,20.75,1780,37500
1106291,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:28:59,20.75,21.0,20.45,20.95,1000,37500
1106292,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:29:59,20.95,20.95,20.5,20.5,3000,37860
1106293,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:30:59,20.5,20.95,20.25,20.45,3280,37860
1106294,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:31:59,20.45,20.45,17.75,18.15,5320,37860
1106295,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:32:59,17.45,18.2,17.45,18.05,4600,41160
1106296,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:33:59,18.05,18.05,17.0,17.0,3000,41160
1106297,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:34:59,16.95,17.25,16.6,16.9,3320,41160
1106298,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:35:59,16.9,17.3,16.9,17.05,2340,42980
1106299,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:36:59,17.05,17.6,16.9,17.6,1160,42980
1106300,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:37:59,17.6,17.85,17.4,17.65,2320,42980
1106301,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:38:59,17.6,17.75,17.35,17.75,620,41860
1106302,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:39:59,17.75,17.75,16.75,17.2,3400,41860
1106303,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:40:59,17.15,17.15,16.5,16.6,4360,41860
1106304,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:41:59,16.6,16.95,16.5,16.8,860,42340
1106305,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:42:59,16.85,17.55,16.6,17.55,2000,42340
1106306,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:43:59,17.55,17.6,17.2,17.2,2160,42340
1106307,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:44:59,17.2,17.6,17.2,17.5,1320,41160
1106308,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:45:59,17.5,17.5,16.95,17.35,380,41160
1106309,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:46:59,17.35,17.75,17.35,17.7,1260,41160
1106310,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:47:59,17.55,18.05,17.45,18.05,2540,40900
1106311,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:48:59,18.05,18.15,17.85,17.95,1220,40900
1106312,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:49:59,18.1,18.6,17.8,17.8,620,40900
1106313,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:50:59,17.8,17.85,17.65,17.75,1800,41820
1106314,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:51:59,17.75,17.75,17.15,17.15,360,41820
1106315,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:52:59,17.35,17.8,17.3,17.6,880,41820
1106316,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:53:59,17.6,17.7,17.25,17.25,1080,42340
1106317,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:54:59,17.25,17.25,16.75,16.85,1380,42340
1106318,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:55:59,16.85,17.1,16.4,16.8,1500,42340
1106319,BANKNIFTY04JUN2017200PE.NFO,2020-06-01,09:56:59,16.8,17.2,16.6,17.1,820,43260
