,Ticker,Date,Time,Open,High,Low,Close,Volume,Open_Interest
13616160,BANKNIFTY-III.NFO,2020-06-01,09:15:59,19601.5,19690.6,19601.5,19675.8,575,3925
13616161,BANKNIFTY-III.NFO,2020-06-01,09:16:59,19675.8,19798.35,19675.8,19798.35,1000,3925
13616162,BANKNIFTY-III.NFO,2020-06-01,09:17:59,19798.35,19798.35,19796.95,19796.95,25,5300
13616163,BANKNIFTY-III.NFO,2020-06-01,09:18:59,19796.95,19898.95,19795.0,19850.0,650,5300
13616164,BANKNIFTY-III.NFO,2020-06-01,09:20:59,19850.0,19889.5,19850.0,19889.5,50,5300
13616165,BANKNIFTY-III.NFO,2020-06-01,09:21:59,19889.5,19975.0,19889.5,19975.0,50,5900
13616166,BANKNIFTY-III.NFO,2020-06-01,09:22:59,19975.0,19975.0,19935.0,19954.3,200,5900
13616167,BANKNIFTY-III.NFO,2020-06-01,09:23:59,19878.85,19900.0,19878.85,19888.2,100,5925
13616168,BANKNIFTY-III.NFO,2020-06-01,09:25:59,19888.2,19888.2,19870.0,19870.0,25,5925
13616169,BANKNIFTY-III.NFO,2020-06-01,09:26:59,19870.0,19900.0,19870.0,19900.0,100,5850
13616170,BANKNIFTY-III.NFO,2020-06-01,09:27:59,19900.0,19900.0,19900.0,19900.0,175,5850
13616171,BANKNIFTY-III.NFO,2020-06-01,09:28:59,19900.0,19900.0,19875.75,19875.75,275,5850
13616172,BANKNIFTY-III.NFO,2020-06-01,09:30:59,19875.75,19900.0,19875.75,19894.55,200,6025
13616173,BANKNIFTY-III.NFO,2020-06-01,09:31:59,19894.55,19952.0,19894.55,19952.0,75,6025
13616174,BANKNIFTY-III.NFO,2020-06-01,09:32:59,20000.0,20000.0,20000.0,20000.0,125,6025
13616175,BANKNIFTY-III.NFO,2020-06-01,09:33:59,20013.4,20013.4,20013.4,20013.4,50,6025
13616176,BANKNIFTY-III.NFO,2020-06-01,09:34:59,20013.4,20023.7,20013.4,20023.7,25,6025
